Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugz4kdXQB3-pumzX-Ft4AaABAg,,@Larin-i1h,,Emre aslan ve cemre solmaz gelsin,0,1 gün önce,Hayır,neutral,0.554,öneri/tavsiye,nötr,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugx-ZztJrSN2s2a-Hd54AaABAg,,@betulirmak9027,,Başlangıç reklamınız boykot marka. Sizin de başınıza geldiğinde aynı duyarsızlığı başkaları da yapacak. Bilginiz olsun.,0,4 saat önce,Hayır,negative,0.8333,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugww30feFmVZAUzZYWp4AaABAg,,@deryayazc1871,,Burcu ne acaba😮,0,20 saat önce,Hayır,neutral,0.6199,,nötr,nötr
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgzQxiisRofKaxXN1JV4AaABAg,,@MK-in9ww,,Besernedemek bilmeyen iki salagi mi seyredecegim tschus,0,4 gün önce,Hayır,negative,0.5224,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,Ugwcaf301lVDAabjSvJ4AaABAg,,@goofyaahmate,,köşesiz ünlülerde bugün,0,4 gün önce,Hayır,neutral,0.4613,,nötr,nötr
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwyBtmbK8BLKTeu6Qt4AaABAg,,@coskunruh9353,,“Ay başım tuttu sus artık!” Koptum ya,0,3 gün önce,Hayır,negative,0.8788,,olumsuz,olumsuz
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxAqAeOyXhcyt4eVT14AaABAg,,@zisankara9887,,Bahsettiği hesabın ismini bilen var mı,0,3 gün önce,Hayır,neutral,0.8081,,nötr,nötr
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxgPzybTyj_otrgkm94AaABAg,,@deniz1619,,"Gülmekten o kadar büyük duygu patlaması yaşadım ki daha bitmeden sonunda ağladım. Kim bilir hangi dertlerinizi bu şakaların,neşenin ardına sakladınız. Sizi seviyorum🥹",1,1 gün önce,Hayır,positive,0.8336,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwSADXX0DfDy_vZBUx4AaABAg,,@sude34-34,,Ya enisss sana hayranım ve çok seviyorum iyi ki varsınnn neşe kaynağım benimmm ❤️❤️❤️,0,4 gün önce,Hayır,positive,0.9293,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwGYesycyClZnlMffN4AaABAg.AWHG7lJ65-8AWHGUZcfHjY,UgwSADXX0DfDy_vZBUx4AaABAg,@merveatalay882,@sude34-34,27.00,0,4 gün önce,Evet,neutral,0.4625,,nötr,nötr
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgwGYesycyClZnlMffN4AaABAg.AWHG7lJ65-8AWHH1TRSxQj,UgwSADXX0DfDy_vZBUx4AaABAg,@ŞehadetDeğer-v1o,@sude34-34,@merveatalay882 teşekkür ederimmm💖,1,4 gün önce,Evet,positive,0.8405,,olumlu,olumlu
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,https://www.youtube.com/watch?v=2Ne1D3dIJ5M,UgxAqAeOyXhcyt4eVT14AaABAg.AWJBb8h1g9tAWJBrBIdwVn,UgwSADXX0DfDy_vZBUx4AaABAg,@busrasamanci,@sude34-34,birnazss,0,3 gün önce,Evet,neutral,0.3585,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg,,@mobilelegendstr,,"Yalan yok, bu zamana kadar en keyif aldığımız projeydi..“cidden bitti mi ya” diye birbirimize baktık..
Ama iyi haber: mutfakta yine bir şeyler pişiyor!
Çekilişe katılarak bize destek olan herkese çok teşekkürler ❤ link açıklamada 👆",23 B,1 ay önce,Hayır,positive,0.878,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwPIMyV99uMruz9BLp4AaABAg,,@ardaci4674,,bonus bolum olarak enis abinin evine gidilsin çok ihtiyacımiz var,38 B,1 ay önce,Hayır,negative,0.4142,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwq9ppEOBSjf72zcWB4AaABAg,,@kennedyeliminated,,Bittiğine üzüldüğüm tek reklam projesi oldu. Umarım bu ekip daha sonra başka bir içerik için tekrar bir araya gelir,17 B,1 ay önce,Hayır,negative,0.8234,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwXRme_VlOdMn_w9Bd4AaABAg,,@Sunnylee00,,Şimdi ben bu serinin son bölümü geldiği için seviniyim mi üzüleyim mi bilemedim ama yavaş yavaş tadını çıkararak izliyecem,"8,1 B",1 ay önce,Hayır,positive,0.7396,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxiqMJ0_AIZiVyRvi14AaABAg,,@Kuzenler2755,,"cingöz abiyi dışlamışlar gibi hissettim ya herkes yakın değiliz adam 51 yaşında falan diyor zaten çiğköfte ustası hasım gibi davrandı ama adam çok samimi davrandı bilmiyorum ya ben öyle hissettim bu seri devam etmeli enis bey aynı ekibi bekliyoruz ,)",33,1 ay önce,Hayır,positive,0.4533,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwmWU_-nYGd_7cymNZ4AaABAg,,@Tulkas1238,,Taner abi harbi kral adamsın. Kolay değil kendinden 20-25 yaş daha genç insanlara ayak uydurup böyle bir etkinlik içinde olmak. Çok da güzel taşıdı bence programı. Elinize sağlık.,"4,4 B",1 ay önce,Hayır,positive,0.9302,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugzs2JnQMN21JhK3C9J4AaABAg,,@lyrcressa,,BAŞAK YENGEMİ GÖRÜNCE AYRI SEVİNDİM COK TATLI KADINN,7 B,1 ay önce,Hayır,positive,0.6427,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzBudNYF6Tg9td437R4AaABAg,,@hennesynight1152,,"Taner abiye helal olsun vallahi,nerden baksan kral haraket,aslında gerçek puani 6 di ama mertin gorevini duyduktan sonra 1 puan daha kırdı.Kendisine haksizlik yapildi ama yinede büyüklügunu gosterdi Cingöz abim","4,7 B",1 ay önce,Hayır,positive,0.7695,şikayet,olumlu,şikayet
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyGuJfFpPAkSJoVFLx4AaABAg,,@karakartal1720,,Ay hayatımda bu kadar eğlendiğim başka bir program olmadı .Asla izlemezdim böyle şeyler gül gül öldüm cingöz abinin evi ve tam şu videonun sonunda cingöz abi ile uğraşmalar çok komikti karnıma ağrı girdi 100 bölüm olsa hepsini izlerim:),94,1 ay önce,Hayır,positive,0.8157,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgzkIyZ2I2ahawHdM0F4AaABAg,,@DirtyYone1,,"Gerçekten son zamanlarda izlediğim en iyi konseptlerden biriydi. Kadro harikaydı, bölümler resmen akıp gitti. Aynı kadroyla 2. sezonu sabırsızlıkla bekliyoruz.","1,8 B",1 ay önce,Hayır,positive,0.9435,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgxgHwoEdL7pJLL74zN4AaABAg,,@kvancpolat1743,,"Tarihin en iyi reklam projesi olabilir. MLBB'yi bence tebrik etmek lazım, bu kadar göz önünde olan insanları toplayıp hele hele birde konseptleri ile alakasız yemek konusunda reklam amaçlı bir yarışma yaptırmak her baba yiğidin harcı değildir. Hiçbir firma bu topa girmez, 2 reklam verir her video da 30 saniye bana yer ayır derdi. Böyle giderse de Enis Kirazoğlu sosyal medyanın Acun'u olacak gibi gerçekten bu işler çok yakışıyor kendisine.",1 B,1 ay önce,Hayır,positive,0.5368,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwWsO963t2hHmi478V4AaABAg,,@LavinBüşra,,47:32 deki tuğkan abi ve limon ablanın hareketlerinin senkronizasyonu,"2,5 B",1 ay önce,Hayır,neutral,0.6748,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyJFpUvxY3M7T0hBgZ4AaABAg,,@Cazzie00,,21:44 gel kavurma ye limon sjwjsjwjsjwjs,152,1 ay önce,Hayır,neutral,0.5288,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugx9dIERQwlRwzhRnip4AaABAg,,@Luffy25-9,,56:37 sadece kadraj da olanları değil kamera arkası ekibe de değer verilmiş valla helal olsun hep o kamera arkası editleri yapanlar felan söylenmez Enis abiye saygım arttı,626,1 ay önce,Hayır,positive,0.819,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugzavtnd_0Hi-uz3rrp4AaABAg,,@mustafacukuur,,günlük yap zuhal topalı indiririz tahtından harika içerik,548,1 ay önce,Hayır,positive,0.5226,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgysIy0YKP8gEzQo86t4AaABAg,,@eyoturko7,,"Elraenn'in mezecisi, 
Eray'ın sevgilisi,
Taner abinin annesi,
Limonify'ın prodüksiyonu ve
Rraenee'nin kendisi 
ile müthiş bir yemek savaşı programıydı.","1,3 B",1 ay önce,Hayır,neutral,0.5042,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgysmHoVme5Hc4l5-AV4AaABAg,,@Verliebt31,,Hepinizin eline koluna sağlık her saniyesinde gulduk eglendik 2. Sezonu bekliyoruz 🎉🎉🎉,3,19 saat önce,Hayır,positive,0.9259,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgyEM3H_zVzyk2ni8ll4AaABAg,,@Yılmaz-d3s,,"12:57 mert şeflik eğitimi aldım diyince aklıma direk;
-alt tarafı 3 tane şeflik dersine gitmiş...
-ben demedim kordi dedi abi 
-SEN BENİ NASIL DUYUYORSUN LAN!!!","1,4 B",1 ay önce,Hayır,negative,0.4188,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugy_F7-yNIxP_15uRrF4AaABAg,,@binde_birihtimal,,Net 2.sezonun gelmesi lazım bu arada çok iyiydi,"1,6 B",1 ay önce,Hayır,positive,0.7715,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,Ugwct5vPVoZeV3FHVox4AaABAg,,@Nnissnissa,,56:34 Tuğkan abinin yarışmanın başından beri Limon'a(özellikle Limon'un kendi gününde) öz abisi gibi davranması 🫶🫶,"1,2 B",1 ay önce,Hayır,positive,0.6363,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcDVoq-lW0,Ugwct5vPVoZeV3FHVox4AaABAg,@AnnapurnaEnjoyer,@Nnissnissa,Arayı çok açmayın 2. sezonu bekliyoruz,673,1 ay önce,Evet,negative,0.7023,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUdRATGHiU8,Ugwct5vPVoZeV3FHVox4AaABAg,@heraxius,@Nnissnissa,​ @AnnapurnaEnjoyer  nickname,54,1 ay önce,Evet,negative,0.783,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUs3kxWPoY1,Ugwct5vPVoZeV3FHVox4AaABAg,@TurkmenTR-u9k,@Nnissnissa,@AnnapurnaEnjoyer  İsim mük,2,1 ay önce,Evet,neutral,0.6637,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcAxhm6Q6I,Ugwct5vPVoZeV3FHVox4AaABAg,@zuvisavasc1,@Nnissnissa,2. Sezonu bekliyoruz!,754,1 ay önce,Evet,positive,0.705,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcE_qqem6u,Ugwct5vPVoZeV3FHVox4AaABAg,@ahmetbrkdrs,@Nnissnissa,2.sszon gelsin mükemmel be,153,1 ay önce,Evet,positive,0.7245,öneri/tavsiye,olumlu,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcBhQUJPP9,Ugwct5vPVoZeV3FHVox4AaABAg,@-CHAMUR-,@Nnissnissa,sezon ikisini bekliyor olacağız,431,1 ay önce,Evet,neutral,0.5687,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcF1dTJRjX,Ugwct5vPVoZeV3FHVox4AaABAg,@NoctisHC,@Nnissnissa,cidden bu kimin aklına geldi ya. tv izlemeyi tamamen bırakmış biri olarak acayip nostaljik hissettirdi,177,1 ay önce,Evet,negative,0.8973,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcSkOcz9lf,Ugwct5vPVoZeV3FHVox4AaABAg,@çınaryalçoın,@Nnissnissa,"Bence aynı kişiler farklı bir konsept "" 2 Cİ SEZONNNN""",118,1 ay önce,Evet,neutral,0.5403,,nötr,nötr
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUdz6NkF7Tk,Ugwct5vPVoZeV3FHVox4AaABAg,@HyPeRmaCGuE,@Nnissnissa,@çınaryalçoın Bence de çok güzeldi 'Bekliyoruz',5,1 ay önce,Evet,positive,0.8561,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcIbOJNg3g,Ugwct5vPVoZeV3FHVox4AaABAg,@TWDEvreni_1,@Nnissnissa,Aynı ekiple 2. Sezon bekliyoruz abi . Bu kadar tutmasının sebebi bu ekip ve harikasınız cidden Tuğkan abi ve Mert abi en sevilen yayıncılardan zaten o ikisi videoyu çok fazla güzelleştiriyor ve Taner ağabi ile Eray ağabi nin çekişmesi çok mükemmeldi Limonda ekibe baya uyum sağladı bence bu ekip mükemmeldi. Ben şöyle birşey söyleyim Limon tayfayı böyle bir rekabete sokarsan çok fazla izlenir ve sevilir zaten bir ekipler bu şekilde birbirlerine anlaşarak 10 verecek kimse kalmaz ve çok eğlenceli olur yarışmacı sayısı gayet güzel 5 yarışmacı bu şekilde güzel içerikler yapılır yani bence harikaydı.,147,1 ay önce,Evet,positive,0.8571,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFgASXhSI,Ugwct5vPVoZeV3FHVox4AaABAg,@Turko66,@Nnissnissa,Kurgu ekibi mükemmel bir iş çıkarmış belli ki bayağı bir uğraşmışlar tüm proje için umarız devamı gelir. Hatta kazanana ciddi bir ödül(tatil vs.) verilirse minik bir ciddiyetle daha da keyifli hâle gelebilir.,9,1 ay önce,Evet,positive,0.9064,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFtAJ0E9p,Ugwct5vPVoZeV3FHVox4AaABAg,@egemag,@Nnissnissa,@Turko66  yok be ciddi iş olmasın kanka. Zaten katılan herkes parasını alıyor kamera arkasından sıkıntı yok yani. Yayıncılardan çok resmi şeyler bekleme. Sonra yorumlarda yok o hak etti diye ağlarlar hiç gerek yok. Bu farklı bir tarz,12,1 ay önce,Evet,negative,0.5177,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFMGCLCL2,Ugwct5vPVoZeV3FHVox4AaABAg,@katiptahir,@Nnissnissa,para olsun ucunda en iyi kostum en iyi reklami yapiyorlar yalan diyemeyiz. ama su en azindan koruma puanlarini kaldirin ya da cift yildiz verme puanlarini kaldirin kolay lig atlanmasin,7,1 ay önce (düzenlendi),Evet,negative,0.4232,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcMvcFZLdB,Ugwct5vPVoZeV3FHVox4AaABAg,@cimsitzplayangil9307,@Nnissnissa,O ne demek şimdi sayın mlbb? 2. sezon mu geliyor diyorsunuz yani?,5,1 ay önce,Evet,negative,0.4825,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcCWwgdAMW,Ugwct5vPVoZeV3FHVox4AaABAg,@mitamers,@Nnissnissa,Bu serinin bitmiş olması beni üzüyor ;/,4,1 ay önce,Evet,negative,0.9608,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcFkv--duE,Ugwct5vPVoZeV3FHVox4AaABAg,@AquasHoy,@Nnissnissa,aynı ekip gelsin,4,1 ay önce,Evet,neutral,0.4585,öneri/tavsiye,nötr,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcBU0wpaI8,Ugwct5vPVoZeV3FHVox4AaABAg,@AhmetsaidPolat,@Nnissnissa,Katılıyoruuummmmmm,3,1 ay önce,Evet,positive,0.6447,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcGLdWyExd,Ugwct5vPVoZeV3FHVox4AaABAg,@shinobi_忍者,@Nnissnissa,oyuna bu etkinliği kazananların profilinde gözükücük rozet eklenmeli bence en iyi hediye o olur ❤,2,1 ay önce,Evet,positive,0.8219,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcH-KBG0N0,Ugwct5vPVoZeV3FHVox4AaABAg,@kemalistinsancil,@Nnissnissa,Cidden diyorum bu olaydan sonra  hem arkadaslar indirdi hem para yatirdilar hemde insanlarla tanıştık gerçekten diger mobalara gore mobil platform da fark attiniz,2,1 ay önce,Evet,positive,0.5299,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcHbRXDSSm,Ugwct5vPVoZeV3FHVox4AaABAg,@CreepyGamingTR,@Nnissnissa,aynı ekip ile 2.sezon olsun ama farklı temalar olsun mesela tokyo yemekleri çin yemekleri teması fransa felan hem konsol oyun da sever çin yemeklerini felan teması farklı olunca daha iyi olur.,2,1 ay önce,Evet,positive,0.5964,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcJa10Bis3,Ugwct5vPVoZeV3FHVox4AaABAg,@alperenturudu565,@Nnissnissa,Çok eğlenceli idi şu zor zamanımda yüzümü güldürdünüz çok teşekkür ederim ❤,2,1 ay önce,Evet,positive,0.9199,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcKSwQcZpQ,Ugwct5vPVoZeV3FHVox4AaABAg,@qABC0,@Nnissnissa,yeni sezonu dörtgözle bekliyoruzzzzzz,2,1 ay önce,Evet,positive,0.7811,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcKyG26jNd,Ugwct5vPVoZeV3FHVox4AaABAg,@cinaroyunda4242,@Nnissnissa,"abi eray konsol oyun vs atmadıkları kalmışlar amk

ak",2,1 ay önce,Evet,negative,0.8439,,olumsuz,olumsuz
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUclw0mY7QC,Ugwct5vPVoZeV3FHVox4AaABAg,@itzzemoo4950,@Nnissnissa,"2. Sezon, rekor bütceyle Jahrein, Kendine Müzisyen, Can Sungur, PintiPanda, Elanur, Enis Kirazoglu transfer edin, sonra oturup bakin ne oluyor xD",2,1 ay önce,Evet,positive,0.4094,,olumlu,olumlu
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",https://www.youtube.com/watch?v=ew39U719B2c,UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcBX5mJvoc,Ugwct5vPVoZeV3FHVox4AaABAg,@hbhalonewolf3971,@Nnissnissa,Çok iyiydi cidden❤,20,1 ay önce,Evet,positive,0.9266,,olumlu,olumlu
